"","ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability","ph_levelacidic","ph_levelneutral","ph_levelalkaline","ph_deviation","pollution_index","chlorine_ratio","organic_ratio","ph_chloramine","hardness_sulfate","high_solids","high_chloramines"
"1",7.03675210383355,204.890455471336,20791.318980747,7.30021187318476,368.516441349803,564.308654172244,10.3797830780847,86.9909704615088,2.96313538063164,0,0,1,0,0.0367521038335479,21254.1266044315,0.000351118266231441,0.000499236392250847,51.3697812570635,75505.5015168372,0,0
"2",3.71608007538699,129.422920514944,18630.0578579703,6.635245883862,333.073545745888,592.885359134852,15.1800131163573,56.3290762845176,4.50065627494241,0,1,0,0,3.28391992461301,19026.0957258846,0.000356158093251616,0.000814812988348446,24.6571050243131,43107.3510367007,0,0
"3",8.0991241892984,224.236259393558,19909.5417322924,9.27588360269409,333.073545745888,418.606213064481,16.868636929551,66.4200925117637,3.05593374966417,0,0,1,0,1.0991241892984,20318.3112541527,0.000465901411866704,0.000847263947928585,75.1265332636961,74687.166001007,0,1
"4",8.31676588421468,214.373394085623,22018.4174407753,8.05933237743854,356.886135643057,363.266516164244,18.4365244954933,100.34167436508,4.62877053683708,0,0,1,0,1.31676588421468,22483.7045831609,0.000366026868148738,0.000837322870505271,67.0275805662276,76506.8921999039,0,1
"5",9.09222345629096,181.101509236125,17978.9863389263,6.54659997420794,310.135737524204,398.410813381845,11.5582794434464,31.9979927274247,4.07507542543003,0,0,0,1,2.09222345629096,18327.6666691521,0.00036412508752142,0.000642877146995857,59.5231498444473,56166.0501336922,0,0
"6",5.58408663845609,188.313323769616,28748.6877390461,7.54486878877965,326.678362911674,280.467915933488,8.39973464015276,54.9178618419945,2.55970822755652,0,1,0,0,1.41591336154391,29137.8288325886,0.000262442197614895,0.00029217801926814,42.1312009923288,61517.8883235142,0,0
"7",10.2238621645288,248.07173527014,28749.7165435282,7.5134084658313,393.663395515096,283.651633507845,13.7896953175199,84.6035561740236,2.67298873693478,0,0,0,1,3.22386216452877,29235.4969036832,0.000261338523267028,0.000479646305265018,76.8160525404628,97656.7616377654,0,0
"8",8.63584871850073,203.361522584571,13672.0917639016,4.5630086855997,303.309771159281,474.607644942449,12.3638166987053,62.7983089629252,4.40142471544548,0,0,0,1,1.63584871850073,14042.7628527094,0.000333746200976166,0.00090431054093342,39.4054527100439,61681.5368777291,0,0
"9",7.03675210383355,118.988579090252,14285.5838542245,7.80417355307309,268.646940746221,389.375565871261,12.7060489686579,53.9288457675122,3.59501718095762,0,0,1,0,0.0367521038335479,14615.9638142913,0.000546297136519573,0.000889431548497788,54.9160346682692,31965.9177563359,0,0
"10",11.1802844707216,227.231469237975,25484.5084909879,9.07720001691439,404.04163468409,563.885481481095,17.927806411285,71.9766010322192,4.3705619366555,0,0,0,1,4.18028447072159,25969.6039267211,0.000356185014128265,0.000703478602211413,101.485678386742,91810.9742825788,0,1
"11",7.36064010583826,165.520797259529,32452.6144091439,7.55070090670411,326.624353455602,425.383419495387,15.5868104380331,78.7400156643048,3.66229178285246,0,0,1,0,0.360640105838258,32865.5294791705,0.000232668493561388,0.000480294445357271,55.5779919210756,54063.1233883493,1,0
"12",7.97452164892387,218.693300488666,18767.6566818135,8.11038450112387,333.073545745888,364.098230462049,14.5257456975932,76.4859111796516,4.01171810833979,0,0,1,0,0.974521648923869,19185.3265232401,0.000432146891784477,0.000773977590482522,64.676436785309,72840.9530246311,0,1
"13",7.11982438426455,156.704993340392,18730.8136533427,3.60603609050572,282.344050473961,347.715027261944,15.9295359088257,79.5007783369744,3.4457562233219,0,0,1,0,0.119824384264552,19096.2645182442,0.000192518924017067,0.000850445485371796,25.6743436877206,44244.7225492213,0,0
"14",7.03675210383355,150.174923395136,27331.3619619278,6.83822347068751,299.415781346858,379.761834825772,19.3708071812321,76.5099955279583,4.4139741829749,0,0,1,0,0.0367521038335479,27714.1259622733,0.000250196952505077,0.00070873918424612,48.1188833938443,44964.7420270593,0,0
"15",7.49623220797336,205.344982158185,28388.004886737,5.07255777384063,333.073545745888,444.645352332707,13.2283110992245,70.3002126469244,4.77738233722538,0,0,1,0,0.49623220797336,28796.4512029036,0.000178686659879031,0.000465982415883156,38.0250709610698,68394.9813085528,0,0
"16",6.34727176053932,186.732880660576,41065.2347645394,9.62959627648058,364.48768724676,516.743281893657,11.5397811915394,75.0716172866378,4.3763482906919,0,1,0,0,0.652728239460684,41514.4236653492,0.000234495098632577,0.000281010963597467,61.1216645110998,68061.8358048987,1,1
"17",7.05178580001685,211.049406060546,30980.6007867889,10.0947960116614,333.073545745888,315.141267244302,20.3970218407225,56.6516037897933,4.26842885750619,0,0,1,0,0.0517858000168454,31380.4207323362,0.000325842487081986,0.000658380448497319,71.1863391691007,70294.9740041497,1,1
"18",9.18156000715154,273.813806659801,24041.3262800613,6.9049897264701,398.350516822278,477.974641862178,13.3873407802255,71.4573622129516,4.50366079617912,0,0,0,1,2.18156000715154,24518.039148823,0.000287213344473294,0.000556847015188524,63.3985775223501,109073.871396007,0,0
"19",8.97546434753396,279.357166770092,19460.3981312321,6.20432085889247,333.073545745888,431.443989990349,12.888759054304,63.821237096664,2.43608559030527,0,0,0,1,1.97546434753396,19863.4972349336,0.000318817776340101,0.000662307059053368,55.6866606696507,93046.48206564,0,0
